assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_funded_by_COVID-19_supplementals_for_overall_aw,obligated_amount_funded_by_COVID-19_supplementals_for_overall_a,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date
8900_DEEE0007687_-NONE-_81.086_0006,ASST_NON_DEEE0007687_8900,DEEE0007687,0006,,SAI NOT AVAILABLE,0.00,1080000.00,0.00,304636.00,0.00,0.00,0.00,0.00,,,,2020-02-12,2020,2016-10-01,2020-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892434,GOLDEN FIELD OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0202: BUILDING TECHNOLOGIES,965324986,"GLINT PHOTONICS, INC.",,,USA,UNITED STATES,1520 GILBRETH RD,,09066,BURLINGAME,081,SAN MATEO,CA,CALIFORNIA,94010,1605,14,,,,Single ZIP Code,USA,UNITED STATES,CA09066,BURLINGAME,081,SAN MATEO,CALIFORNIA,94010-1605,14,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),STATIONARY CONCENTRATOR DAYLIGHTING SYSTEM,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007687_8900/,2020-02-18 18:29:43.926721+00
8900_DEEE0007431_-NONE-_81.086_0004,ASST_NON_DEEE0007431_8900,DEEE0007431,0004,,SAI EXEMPT,90000.00,272500.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-12,2020,2016-02-01,2021-01-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0001: VEHICLE TECHNOLOGIES,829549877,EAST BAY CLEAN CITIES COALITION,,,USA,UNITED STATES,1282 SHELBY DRIVE,,23182,FAIRFIELD,095,SOLANO,CA,CALIFORNIA,94534,4343,13,,,,Single ZIP Code,USA,UNITED STATES,CA23182,FAIRFIELD,095,SOLANO,CALIFORNIA,94534-4343,03,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"AMENDMENT 0004 TO EAST BAY CLEAN CITIES COALITION AWARD NUMBER: DE-EE0007431, PROJECT ENTITLED:  ''CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING GRANT PROGRAM'' TO AUTHORIZE CONTINUATION INTO BUDGET PERIOD 5 (YEAR 5) OF THE US DEPARTMENT OF ENERGY’S CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING PROGRAM.",NON,NOT RECOVERY ACT,N,NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007431_8900/,2020-02-18 18:29:43.424649+00
8900_DEEE0007429_-NONE-_81.086_0004,ASST_NON_DEEE0007429_8900,DEEE0007429,0004,,SAI EXEMPT,90000.00,287500.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-12,2020,2016-02-01,2021-01-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0001: VEHICLE TECHNOLOGIES,622555910,"PROJECT CLEAN AIR, INC.",,,USA,UNITED STATES,7850 WHITE LN,STE H,03526,BAKERSFIELD,029,KERN,CA,CALIFORNIA,93309,7689,24,,,,Single ZIP Code,USA,UNITED STATES,CA03526,BAKERSFIELD,029,KERN,CALIFORNIA,93309-7689,23,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"AMENDMENT 0004 TO PROJECT CLEAN AIR, INC. AWARD NUMBER: DE-EE0007429, PROJECT ENTITLED:  ''CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING GRANT PROGRAM'' TO AUTHORIZE CONTINUATION INTO BUDGET PERIOD 5 (YEAR 5) OF THE US DEPARTMENT OF ENERGY’S CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING PROGRAM.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007429_8900/,2020-02-18 18:29:43.326499+00
8900_DEFE0026490_-NONE-_81.089_0005,ASST_NON_DEFE0026490_8900,DEFE0026490,0005,,SAI EXEMPT,-133.16,1035693.84,214.00,325979.00,0.00,0.00,0.00,0.00,,,,2020-02-11,2020,2015-10-01,2018-06-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0003: CARBON STORAGE,611654141,MICROBIO ENGINEERING,,,USA,UNITED STATES,PO BOX 15821,,68154,SAN LUIS OBISPO,079,SAN LUIS OBISPO,CA,CALIFORNIA,93406,5821,24,,,,County-wide,USA,UNITED STATES,CA**079,,079,SAN LUIS OBISPO,CALIFORNIA,,24,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"AMENDMENT 0005, FUNDING ADJUSTMENT FOR CLOSEOUT OF AWARD DE-FE0026490, FOR THE PROJECT ENTITLED MICROALGAE COMMODITIES FROM COAL-FIRED POWER PLANT FLUE GAS CARBON DIOXIDE.",NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0026490_8900/,2020-02-18 18:29:48.926276+00
8900_DESC0008931_-NONE-_81.049_0008,ASST_NON_DESC0008931_8900,DESC0008931,0008,,SAI EXEMPT,-1366.85,1049633.15,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-10,2020,2012-09-01,2018-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,047120084,"UNIVERSITY OF CALIFORNIA, DAVIS",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,1850 RESEARCH PARK DRIVE,SUITE 300,18100,DAVIS,113,YOLO,CA,CALIFORNIA,95618,6153,03,,,,Single ZIP Code,USA,UNITED STATES,CA18100,DAVIS,113,YOLO,CALIFORNIA,95616-5270,03,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"UNCONVENTIONAL CLATHRATES BASED ON TRANSITION METAL PNICTIDES: HIGHLY TUNABLE THERMOELECTRIC MATERIALS WITH RICH
STRUCTURAL CHEMISTRY",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0008931_8900/,2020-02-18 18:29:53.000688+00
8900_DEAR0000520_-NONE-_81.135_0006,ASST_NON_DEAR0000520_8900,DEAR0000520,0006,,SAI EXEMPT,0.00,3376200.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-06,2020,2015-02-09,2020-05-08,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,804355790,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,9500 GILMAN DR. MAIL CODE 0934,"LA JOLLA, CA",39346,LA JOLLA,073,SAN DIEGO,CA,CALIFORNIA,92093,0934,49,,,,City-wide,USA,UNITED STATES,CA66000,SAN DIEGO,073,SAN DIEGO,CALIFORNIA,CITY-WIDE,49,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"UNIVERSITY OF CALIFORNIA, SAN DIEGO - PERIOD OF PERFORMANCE EXTENSION",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000520_8900/,2020-02-18 18:29:40.570381+00
8900_DENE0008660_-NONE-_81.121_0002,ASST_NON_DENE0008660_8900,DENE0008660,0002,,SAI NOT KNOWN,0.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-06,2020,2017-10-01,2020-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892432,IDAHO OPERATIONS OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892400,NUCLEAR ENERGY,089-X-0319-000,089-0319,"41.0: Grants, subsidies, and contributions",0032: REACTOR CONCEPTS RD&D,124726725,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,SPONSORED PROJECTS OFFICE,2150 SHATTUCK AVE RM 313,06000,BERKELEY,001,ALAMEDA,CA,CALIFORNIA,94704,5940,13,,,,Single ZIP Code,USA,UNITED STATES,CA06000,BERKELEY,001,ALAMEDA,CALIFORNIA,94704-5940,13,,81.121,"NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION",05,COOPERATIVE AGREEMENT (B),"NUCLEAR ENERGY UNIVERSITY PROGRAMS CONSOLIDATED INNOVATIVE NUCLEAR RESEARCH TO THE REGENTS OF UNIVERSITY OF CALIFORNIA (BERKELEY).

MOD UPDATES SCOPE, REQUESTS NCE, CHANGES CONTRACT SPECIALIST, PROGRAM MANAGER, AND HQ PROGRAM MANAGER",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DENE0008660_8900/,2020-02-18 18:29:52.096082+00
8900_DESC0020506_-NONE-_81.049_-NONE-,ASST_NON_DESC0020506_8900,DESC0020506,,,SAI EXEMPT,206483.00,206483.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-03,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,033449757,"INTELLIGENT OPTICAL SYSTEMS, INC.",033449757,"INTELLIGENT OPTICAL SYSTEMS, INC.",USA,UNITED STATES,2520 W. 237TH STREET,,80000,TORRANCE,037,LOS ANGELES,CA,CALIFORNIA,90505,5217,36,,,,Single ZIP Code,USA,UNITED STATES,CA80000,TORRANCE,037,LOS ANGELES,CALIFORNIA,90505-5217,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"OPTODE FILMS FOR REAL-TIME SOIL, RHIZOSPHERE, AND SUBSURFACE MONITORING",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020506_8900/,2020-02-18 18:29:56.757921+00
8900_DESC0020562_-NONE-_81.049_-NONE-,ASST_NON_DESC0020562_8900,DESC0020562,,,SAI EXEMPT,199930.00,199930.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-10,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,140789137,"RADIABEAM TECHNOLOGIES, LLC",140789137,"RADIABEAM TECHNOLOGIES, LLC",USA,UNITED STATES,1717 STEWART ST,,70000,SANTA MONICA,037,LOS ANGELES,CA,CALIFORNIA,90404,4021,33,,,,Single ZIP Code,USA,UNITED STATES,CA70000,SANTA MONICA,037,LOS ANGELES,CALIFORNIA,90404-4021,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"COMPACT, LOW-COST HIGHER ORDER MODE ABSORBERS FORMED BY COLD SPRAY OF METAL MATRIX COMPOSITES",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020562_8900/,2020-02-18 18:29:58.470674+00
8900_DESC0020467_-NONE-_81.049_-NONE-,ASST_NON_DESC0020467_8900,DESC0020467,,,SAI EXEMPT,200000.00,200000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-07,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,831492959,"PAULSSON, INC.",,,USA,UNITED STATES,16543 ARMINTA STREET,,82128,VAN NUYS,037,LOS ANGELES,CA,CALIFORNIA,91406,1745,29,,,,Single ZIP Code,USA,UNITED STATES,CA82128,VAN NUYS,037,LOS ANGELES,CALIFORNIA,91406-1745,29,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),DEVELOPMENT OF BIG-DATA EDGE-COMPUTING ANALYTIC FRAMEWORK FOR DISTRIBUTED FIBER OPTIC SENSORS,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020467_8900/,2020-02-18 18:29:55.913184+00
8900_DESC0020548_-NONE-_81.049_-NONE-,ASST_NON_DESC0020548_8900,DESC0020548,,,SAI EXEMPT,200000.00,1800000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-12,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,179576715,"CASCADE TECHNOLOGIES, INC.",,,USA,UNITED STATES,2445 FABER PL STE 100,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94303,3347,18,,,,Single ZIP Code,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94303-3347,18,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),MIXED-PRECISION EFFICIENCY IMPROVEMENTS FOR MULTI-PHYSICS FLOW SIMULATIONS,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020548_8900/,2020-02-18 18:29:58.152278+00
8900_DESC0020495_-NONE-_81.049_-NONE-,ASST_NON_DESC0020495_8900,DESC0020495,,,SAI EXEMPT,196800.00,196800.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-06,2020,2020-02-18,2020-12-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,845314962,AEROSOL DYNAMICS INC.,,,USA,UNITED STATES,935 GRAYSON STREET,,06000,BERKELEY,001,ALAMEDA,CA,CALIFORNIA,94710,2640,13,,,,Single ZIP Code,USA,UNITED STATES,CA06000,BERKELEY,001,ALAMEDA,CALIFORNIA,94710-2640,13,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),A MINIATURE PROBE FOR INSTANTANEOUS AEROSOL MOBILITY SIZING,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020495_8900/,2020-02-18 18:29:56.2888+00
8900_DEAR0000851_-NONE-_81.135_0003,ASST_NON_DEAR0000851_8900,DEAR0000851,0003,,SAI EXEMPT,0.00,3100000.00,0.00,89474.00,0.00,0.00,0.00,0.00,,,,2020-02-04,2020,2017-08-17,2020-02-16,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,USA,UNITED STATES,"4676 ADMIRALTY WAY, SUITE 1001",MARINA DEL REY,45806,MARINA DEL REY,037,LOS ANGELES,CA,CALIFORNIA,90292,6611,33,,,,Single ZIP Code,USA,UNITED STATES,CA45806,MARINA DEL REY,037,LOS ANGELES,CALIFORNIA,90292-6611,33,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"UNIVERSITY OF SOUTHERN CALIFORNIA
1566-1507

PROJECT TITLE: STEAM: SYSTEM TESTBED, EVALUATION, AND ARCHITECTURE METRICS

THE PURPOSE OF THIS AMENDMENT IS TO CHANGE THE PROGRAM DIRECTOR FROM MICHAEL HANEY TO JAMES ZAHLER.",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000851_8900/,2020-02-18 18:29:41.554194+00
8900_DEAR0000644_-NONE-_81.135_0010,ASST_NON_DEAR0000644_8900,DEAR0000644,0010,,SAI EXEMPT,0.00,2474999.00,0.00,275028.00,0.00,0.00,0.00,0.00,,,,2020-02-04,2020,2016-01-01,2019-12-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,,,,,965324986,"GLINT PHOTONICS, INC.",,,USA,UNITED STATES,"GLINT PHOTONICS, INC.",1455 ADAMS DRIVE SUITE 1288,46870,MENLO PARK,081,SAN MATEO,CA,CALIFORNIA,94025,1438,14,,,,Single ZIP Code,USA,UNITED STATES,CA09066,MENLO PARK,081,SAN MATEO,CALIFORNIA,94025-1438,18,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"GLINT PHOTONICS:  AMENDMENT 0010
CONTROL NUMBER:  1256-1511
PROJECT TITLE:  ''STATIONARY WIDE-ANGLE CONCENTRATOR PV SYSTEM.''  


THE PURPOSE OF THIS AMENDMENT TO REASSIGN THIS AWARD FROM PROGRAM DIRECTOR MICHAEL HANEY TO JAMES ZAHLER.

----------
























E CONCENTRATOR PV SYSTEM.''",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000644_8900/,2020-02-18 18:29:40.975689+00
8900_DESC0017648_-NONE-_81.049_0003,ASST_NON_DESC0017648_8900,DESC0017648,0003,,SAI EXEMPT,0.00,940000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-04,2020,2019-04-01,2021-03-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0004: HIGH ENERGY PHYSICS,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90024,4201,33,,,,Single ZIP Code,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90024-4201,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),A HIGH TRANSFORMER RATIO PLASMA WAKEFIELD ACCELERATOR EXPERIMENT AT THE AWA,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0017648_8900/,2020-02-18 18:29:54.205672+00
8900_DESC0020565_-NONE-_81.049_-NONE-,ASST_NON_DESC0020565_8900,DESC0020565,,,SAI EXEMPT,199538.00,199538.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-04,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,140789137,"RADIABEAM TECHNOLOGIES, LLC",140789137,"RADIABEAM TECHNOLOGIES, LLC",USA,UNITED STATES,1717 STEWART ST,,70000,SANTA MONICA,037,LOS ANGELES,CA,CALIFORNIA,90404,4021,33,,,,Single ZIP Code,USA,UNITED STATES,CA70000,SANTA MONICA,037,LOS ANGELES,CALIFORNIA,90404-4021,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),DEVELOPMENT OF ADDITIVE MANUFACTURING FOR NEUTRON CONDITIONING OPTICS,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020565_8900/,2020-02-18 18:29:58.540999+00
8900_DESC0020590_-NONE-_81.049_-NONE-,ASST_NON_DESC0020590_8900,DESC0020590,,,SAI EXEMPT,199652.00,1298970.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-04,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,078618369,"RADIABEAM SYSTEMS, LLC",,,USA,UNITED STATES,1713 STEWART ST,,70000,SANTA MONICA,037,LOS ANGELES,CA,CALIFORNIA,90404,4021,33,,,,Single ZIP Code,USA,UNITED STATES,CA70000,SANTA MONICA,037,LOS ANGELES,CALIFORNIA,90404-4021,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),IMPROVED MULTI-DIMENSIONAL BUNCH SHAPE MONITOR,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020590_8900/,2020-02-18 18:29:59.14243+00
